Date,Time,Acc. Corrected Meter Reading (Sm3),Acc. Uncorrected Meter Reading (m3),Consumption (Sm3),Consumption (m3),Pressure (kPa),Temperature (°C),Conversion Factor,Contractual Conversion Factor,Z Factor
25/11/2023,15,"3,103.77","5,815.85",579.4358,118.6828,510.43,26.5,4.8822,5.0226,0
25/11/2023,16,"3,104.27","5,815.95",505.8168,103.5268,511.06,26.65,4.8859,5.0226,0
25/11/2023,17,"3,104.69","5,816.04",414.158,84.4926,512.19,26.35,4.9017,5.0226,0
25/11/2023,18,"3,105.09","5,816.12",408.9996,82.8253,513.16,24.83,4.9381,5.0226,0
25/11/2023,19,"3,105.50","5,816.20",407.9299,82.3027,513.58,23.77,4.9565,5.0226,0
25/11/2023,20,"3,106.38","5,816.38",875.4364,177.3306,511.42,23.49,4.9367,5.0226,0
25/11/2023,21,"3,107.17","5,816.54",790.2645,160.0067,512.03,23.79,4.9389,5.0226,0
25/11/2023,22,"3,107.73","5,816.65",563.3924,113.7159,513.18,23.61,4.9544,5.0226,0
25/11/2023,23,"3,108.15","5,816.74",417.6478,84.0212,514.02,23.3,4.9707,5.0226,0
26/11/2023,0,"3,108.55","5,816.82",401.7469,80.8331,514.11,23.38,4.9701,5.0226,0
26/11/2023,1,"3,109.06","5,816.92",505.8669,101.9017,513.32,23.36,4.9643,5.0226,0
26/11/2023,2,"3,109.63","5,817.04",575.9861,116.1579,513.03,23.25,4.9586,5.0226,0
26/11/2023,3,"3,110.07","5,817.12",432.8116,87.0972,513.58,23.21,4.9693,5.0226,0
26/11/2023,4,"3,110.55","5,817.22",486.435,98.1207,513.11,23.44,4.9575,5.0226,0
26/11/2023,5,"3,111.18","5,817.35",631.2286,127.3466,512.65,23,4.9568,5.0226,0
26/11/2023,6,"3,112.23","5,817.56","1,043.03",210.8923,510.87,22.93,4.9458,5.0226,0
26/11/2023,7,"3,112.71","5,817.66",480.3932,96.6422,513.42,22.97,4.9708,5.0226,0
26/11/2023,8,"3,113.02","5,817.72",314.3829,63.0916,514.62,23,4.983,5.0226,0
26/11/2023,9,"3,113.33","5,817.78",311.5437,62.6987,514.14,23.47,4.9689,5.0226,0
26/11/2023,10,"3,113.72","5,817.86",383.5421,77.4625,513.28,24.08,4.9513,5.0226,0
26/11/2023,11,"3,114.08","5,817.93",364.6604,73.988,512.97,25.24,4.9286,5.0226,0
26/11/2023,12,"3,114.45","5,818.01",372.4697,76.1013,512.38,26.63,4.8944,5.0226,0
26/11/2023,13,"3,114.90","5,818.10",449.766,92.543,510.73,27.9,4.8601,5.0226,0
26/11/2023,14,"3,115.45","5,818.21",544.0674,112.3465,509.93,28.46,4.8428,5.0226,0
26/11/2023,15,"3,115.96","5,818.32",514.5275,105.9598,510.22,27.95,4.8559,5.0226,0
26/11/2023,16,"3,116.45","5,818.42",487.3216,100.2546,510.45,27.74,4.8608,5.0226,0
26/11/2023,17,"3,116.95","5,818.52",501.25,102.3455,511.33,26.07,4.8976,5.0226,0
26/11/2023,18,"3,117.37","5,818.61",415.4113,84.3498,512.45,25.1,4.9249,5.0226,0
26/11/2023,19,"3,117.81","5,818.70",440.988,89.2935,512.64,24.39,4.9386,5.0226,0
26/11/2023,20,"3,118.44","5,818.82",633.5693,128.1657,512.58,23.6,4.9434,5.0226,0
26/11/2023,21,"3,119.12","5,818.96",678.8149,137.0557,512.47,23.27,4.9528,5.0226,0
26/11/2023,22,"3,119.64","5,819.07",517.0009,104.0263,513.65,23.2,4.9699,5.0226,0
26/11/2023,23,"3,120.07","5,819.15",436.8845,87.9324,513.63,23.24,4.9684,5.0226,0
27/11/2023,0,"3,120.61","5,819.26",541.6639,109.1169,512.91,23.14,4.9641,5.0226,0
27/11/2023,1,"3,121.17","5,819.38",558.2831,112.5316,512.7,23.18,4.9611,5.0226,0
27/11/2023,2,"3,121.73","5,819.49",558.9956,112.4979,513.01,22.89,4.9689,5.0226,0
27/11/2023,3,"3,122.16","5,819.57",429.2267,86.3218,513.77,23.04,4.9724,5.0226,0
27/11/2023,4,"3,122.72","5,819.69",555.5363,111.7809,513.08,22.73,4.9699,5.0226,0
27/11/2023,5,"3,123.63","5,819.87",914.4656,184.6713,511.46,22.68,4.9519,5.0226,0
27/11/2023,6,"3,124.32","5,820.01",688.6263,138.6591,513,22.7,4.9663,5.0226,0
27/11/2023,7,"3,124.69","5,820.08",371.869,74.9294,512.35,22.6,4.9629,5.0226,0
27/11/2023,8,"3,125.10","5,820.17",404.22,81.5636,511.73,22.71,4.9559,5.0226,0
27/11/2023,9,"3,125.53","5,820.25",438.5513,88.5103,511.79,22.94,4.9548,5.0226,0
27/11/2023,10,"3,125.96","5,820.34",427.0069,86.2975,511.83,23.47,4.9481,5.0226,0
27/11/2023,11,"3,126.51","5,820.45",552.6741,112.2138,510.65,24.05,4.9252,5.0226,0
27/11/2023,12,"3,127.09","5,820.57",580.914,118.5632,509.88,25.16,4.8996,5.0226,0
27/11/2023,13,"3,127.51","5,820.66",414.4078,84.7158,510.67,26.1,4.8917,5.0226,0
27/11/2023,14,"3,128.02","5,820.76",514.681,105.2888,509.96,25.89,4.8883,5.0226,0
27/11/2023,15,"3,128.43","5,820.85",410.7798,83.8489,510.85,25.72,4.899,5.0226,0
27/11/2023,16,"3,128.87","5,820.93",430.795,88.1597,510.14,26.07,4.8865,5.0226,0
27/11/2023,17,"3,129.40","5,821.04",533.843,109.585,509.17,26.39,4.8715,5.0226,0
27/11/2023,18,"3,129.96","5,821.16",556.0313,113.8875,509.53,25.89,4.8823,5.0226,0
27/11/2023,19,"3,130.64","5,821.30",687.67,140.3276,509.95,25.04,4.9005,5.0226,0
27/11/2023,20,"3,131.45","5,821.46",803.0052,163.1638,511.11,24.21,4.9215,5.0226,0
27/11/2023,21,"3,132.61","5,821.70","1,162.47",236.4004,509.53,23.94,4.9174,5.0226,0
27/11/2023,22,"3,133.14","5,821.80",528.735,107.0806,512.44,24.3,4.9377,5.0226,0
27/11/2023,23,"3,133.50","5,821.88",359.1009,72.6612,513.44,24.73,4.9421,5.0226,0
28/11/2023,0,"3,134.01","5,821.98",517.4331,105.0121,511.98,24.71,4.9274,5.0226,0
28/11/2023,1,"3,134.57","5,822.09",552.7867,112.4108,511.38,24.95,4.9176,5.0226,0
28/11/2023,2,"3,135.08","5,822.20",508.722,103.2405,512.01,24.72,4.9275,5.0226,0
28/11/2023,3,"3,135.55","5,822.29",473.8241,96.1722,512.17,24.83,4.9268,5.0226,0
28/11/2023,4,"3,136.19","5,822.42",640.3503,129.6873,511.95,23.85,4.9376,5.0226,0
28/11/2023,5,"3,137.27","5,822.64","1,084.34",219.5311,510.58,23.12,4.9393,5.0226,0
28/11/2023,6,"3,138.08","5,822.80",802.3743,161.9888,512.3,23.07,4.9533,5.0226,0
28/11/2023,7,"3,138.57","5,822.90",490.9211,98.9222,513.12,23.31,4.9627,5.0226,0
28/11/2023,8,"3,138.96","5,822.98",392.976,79.3063,513.11,23.45,4.9552,5.0226,0
28/11/2023,9,"3,139.52","5,823.10",557.4262,112.7066,511.87,23.54,4.9458,5.0226,0
28/11/2023,10,"3,140.06","5,823.21",542.6229,110.0115,511.62,24.14,4.9324,5.0226,0
28/11/2023,11,"3,140.60","5,823.31",539.2972,109.6653,511.27,24.87,4.9177,5.0226,0
28/11/2023,12,"3,141.04","5,823.40",437.3777,89.3339,511.29,26.11,4.896,5.0226,0
28/11/2023,13,"3,141.48","5,823.50",446.0118,91.5695,510.55,27.26,4.8707,5.0226,0
28/11/2023,14,"3,141.99","5,823.60",512.2257,105.5848,509.76,27.92,4.8513,5.0226,0
28/11/2023,15,"3,142.53","5,823.71",537.6452,110.8164,509.69,27.9,4.8517,5.0226,0
28/11/2023,16,"3,143.06","5,823.82",531.4371,109.4788,509.78,27.8,4.8542,5.0226,0
28/11/2023,17,"3,143.57","5,823.93",504.4063,103.5911,510.35,27.21,4.8692,5.0226,0
28/11/2023,18,"3,144.11","5,824.04",537.3383,110.0837,510.35,26.5,4.8812,5.0226,0
28/11/2023,19,"3,144.55","5,824.13",445.842,91.0435,511.25,26.1,4.897,5.0226,0
28/11/2023,20,"3,145.57","5,824.33","1,014.34",206.8611,509.41,24.59,4.9035,5.0226,0
28/11/2023,21,"3,146.52","5,824.53",957.84,194.4331,510.93,23.89,4.9263,5.0226,0
28/11/2023,22,"3,147.21","5,824.67",686.4067,138.9638,512.26,23.88,4.9395,5.0226,0
28/11/2023,23,"3,147.71","5,824.77",501.3629,101.3627,512.8,24.08,4.9462,5.0226,0
29/11/2023,0,"3,148.26","5,824.88",552.194,111.5615,512.6,23.77,4.9497,5.0226,0
29/11/2023,1,"3,148.92","5,825.01",660.5378,133.6765,512.02,23.78,4.9413,5.0226,0
29/11/2023,2,"3,149.41","5,825.11",488.5759,98.5229,513.39,23.7,4.959,5.0226,0
29/11/2023,3,"3,149.84","5,825.20",425.3393,85.6299,513.62,23.36,4.9672,5.0226,0
29/11/2023,4,"3,150.56","5,825.34",720.5201,145.5752,511.97,23.01,4.9495,5.0226,0
29/11/2023,5,"3,151.83","5,825.60","1,266.64",256.7083,509.83,23.13,4.9342,5.0226,0
29/11/2023,6,"3,152.52","5,825.74",694.2636,140.4865,512.21,23.79,4.9419,5.0226,0
29/11/2023,7,"3,152.98","5,825.83",462.153,93.1247,513.44,23.49,4.9627,5.0226,0
29/11/2023,8,"3,153.39","5,825.92",407.002,81.9535,513.6,23.24,4.9663,5.0226,0
29/11/2023,9,"3,153.97","5,826.03",583.6716,117.6559,512.33,22.99,4.9608,5.0226,0
29/11/2023,10,"3,154.51","5,826.14",533.7271,107.752,512.54,23.55,4.9533,5.0226,0
29/11/2023,11,"3,155.06","5,826.25",558.158,113.2617,511.72,24.54,4.928,5.0226,0
29/11/2023,12,"3,155.62","5,826.37",559.1459,113.9167,511.32,25.45,4.9084,5.0226,0
29/11/2023,13,"3,156.17","5,826.48",547.5734,111.7585,511.1,25.86,4.8996,5.0226,0
29/11/2023,14,"3,156.74","5,826.60",573.0125,117.3953,510.27,26.45,4.8811,5.0226,0
29/11/2023,15,"3,157.31","5,826.71",562.545,115.3279,510.16,26.59,4.8778,5.0226,0
29/11/2023,16,"3,157.89","5,826.83",582.3644,118.4017,511.36,24.91,4.9185,5.0226,0
29/11/2023,17,"3,158.41","5,826.94",524.5413,105.9378,512.51,23.59,4.9514,5.0226,0
29/11/2023,18,"3,158.93","5,827.04",518.5613,104.6521,512.43,23.39,4.9551,5.0226,0
29/11/2023,19,"3,159.44","5,827.14",503.4509,101.4651,512.78,23.13,4.9618,5.0226,0
29/11/2023,20,"3,160.26","5,827.31",823.8659,166.5706,511.49,22.99,4.946,5.0226,0
29/11/2023,21,"3,161.33","5,827.53","1,069.79",216.679,510.84,23.22,4.9372,5.0226,0
29/11/2023,22,"3,162.09","5,827.68",762.7454,154.1336,512.51,23.38,4.9486,5.0226,0
29/11/2023,23,"3,162.65","5,827.79",558.926,112.6576,513.02,23.36,4.9613,5.0226,0
30/11/2023,0,"3,163.18","5,827.90",529.3413,106.5942,513.39,23.26,4.9659,5.0226,0
30/11/2023,1,"3,163.76","5,828.02",584.3771,117.7643,512.84,23.2,4.9623,5.0226,0
30/11/2023,2,"3,164.28","5,828.12",515.8032,103.867,513.39,23.27,4.966,5.0226,0
30/11/2023,3,"3,164.87","5,828.24",585.1581,118.0005,512.51,23.19,4.9589,5.0226,0
30/11/2023,4,"3,165.64","5,828.39",770.4949,155.7202,511.79,23.12,4.9479,5.0226,0
30/11/2023,5,"3,166.69","5,828.61","1,053.71",213.2853,510.62,23.06,4.9404,5.0226,0
30/11/2023,6,"3,167.37","5,828.75",679.1718,137.1544,512.53,23.23,4.9519,5.0226,0
30/11/2023,7,"3,167.77","5,828.83",400.4702,80.6129,513.84,23.42,4.9678,5.0226,0
30/11/2023,8,"3,168.19","5,828.91",418.638,84.3423,513.51,23.43,4.9636,5.0226,0
30/11/2023,9,"3,168.67","5,829.01",479.4923,96.7558,513.14,23.72,4.9557,5.0226,0
30/11/2023,10,"3,169.16","5,829.11",490.6432,99.4467,512.38,24.47,4.9337,5.0226,0
30/11/2023,11,"3,169.71","5,829.22",555.3113,112.8512,511.8,24.87,4.9207,5.0226,0
30/11/2023,12,"3,170.30","5,829.34",589.8387,120.3158,511.18,25.74,4.9024,5.0226,0
30/11/2023,13,"3,170.81","5,829.44",503.3932,103.0666,511.05,26.72,4.8842,5.0226,0
30/11/2023,14,"3,171.30","5,829.54",495.9578,101.8124,510.76,27.31,4.8713,5.0226,0
30/11/2023,15,"3,171.75","5,829.64",447.0157,91.6166,511.12,27.01,4.8792,5.0226,0
30/11/2023,16,"3,172.23","5,829.73",482.7079,99.0684,510.59,27.13,4.8725,5.0226,0
30/11/2023,17,"3,172.78","5,829.85",550.8134,111.7589,511.5,24.42,4.9286,5.0226,0
30/11/2023,18,"3,173.30","5,829.95",519.4507,105.0689,512.01,23.79,4.9439,5.0226,0
30/11/2023,19,"3,173.77","5,830.05",465.4236,94.2316,512.33,24.16,4.9391,5.0226,0
30/11/2023,20,"3,174.58","5,830.21",810.4492,164.4849,510.91,23.85,4.9272,5.0226,0
30/11/2023,21,"3,175.72","5,830.44","1,145.97",233.1004,509.44,23.8,4.9162,5.0226,0
30/11/2023,22,"3,176.36","5,830.57",630.7277,127.7074,512.39,24.15,4.9389,5.0226,0
30/11/2023,23,"3,176.87","5,830.68",514.5126,104.0371,513.02,24.24,4.9455,5.0226,0
01/12/2023,0,"3,177.43","5,830.79",563.4625,114.0191,512.55,24.2,4.9418,5.0226,0
01/12/2023,1,"3,178.00","5,830.90",564.2012,114.1847,512.53,24.24,4.9411,5.0226,0
01/12/2023,2,"3,178.54","5,831.01",540.9535,109.2216,513.14,23.92,4.9528,5.0226,0
01/12/2023,3,"3,179.05","5,831.12",512.5071,103.5104,513.17,23.84,4.9513,5.0226,0
01/12/2023,4,"3,179.79","5,831.27",736.1192,148.7992,512.18,23.45,4.9471,5.0226,0
01/12/2023,5,"3,180.70","5,831.45",908.4484,183.493,511.92,22.97,4.9509,5.0226,0
01/12/2023,6,"3,181.53","5,831.62",830.3432,167.4484,512.61,22.83,4.9588,5.0226,0
01/12/2023,7,"3,181.94","5,831.70",415.8338,83.5614,513.85,22.95,4.9764,5.0226,0
01/12/2023,8,"3,182.42","5,831.80",478.3957,96.2096,513.74,22.67,4.9724,5.0226,0
01/12/2023,9,"3,182.94","5,831.90",524.9868,105.5033,513.21,22.55,4.976,5.0226,0
01/12/2023,10,"3,183.48","5,832.01",533.2694,107.2589,513.09,22.79,4.9718,5.0226,0
01/12/2023,11,"3,183.93","5,832.10",451.9281,90.9571,513.48,23.15,4.9686,5.0226,0
01/12/2023,12,"3,184.51","5,832.22",580.0375,117.2416,512.16,23.69,4.9474,5.0226,0
01/12/2023,13,"3,185.02","5,832.32",509.6666,103.2509,512.3,24.4,4.9362,5.0226,0
01/12/2023,14,"3,185.56","5,832.43",535.7327,108.8302,511.79,24.86,4.9226,5.0226,0
01/12/2023,15,"3,186.24","5,832.57",689.4766,140.3388,510.96,24.91,4.9129,5.0226,0
01/12/2023,16,"3,186.81","5,832.69",569.9131,116.0061,511.27,25.15,4.9128,5.0226,0
01/12/2023,17,"3,187.36","5,832.80",542.4426,110.4306,511.57,25.37,4.9121,5.0226,0
01/12/2023,18,"3,187.89","5,832.90",530.9399,107.9539,511.66,25.07,4.9182,5.0226,0
01/12/2023,19,"3,188.44","5,833.02",551.7781,111.9604,511.78,24.56,4.9283,5.0226,0
01/12/2023,20,"3,189.34","5,833.20",902.1662,183.4863,510.19,23.95,4.9168,5.0226,0
01/12/2023,21,"3,190.26","5,833.39",918.4308,186.3207,510.85,23.52,4.9293,5.0226,0
01/12/2023,22,"3,190.81","5,833.50",552.0859,111.8486,511.95,24.18,4.936,5.0226,0
01/12/2023,23,"3,191.33","5,833.60",514.4219,103.959,512.78,23.97,4.9483,5.0226,0
02/12/2023,0,"3,191.85","5,833.71",517.9677,104.5942,512.84,23.75,4.9522,5.0226,0
02/12/2023,1,"3,192.38","5,833.81",539.2347,109.0291,512.46,23.91,4.9458,5.0226,0
02/12/2023,2,"3,192.93","5,833.93",547.4946,110.6508,512.47,23.81,4.9479,5.0226,0
02/12/2023,3,"3,193.48","5,834.04",552.6699,111.437,512.7,23.28,4.9595,5.0226,0
02/12/2023,4,"3,194.21","5,834.18",730.1873,147.5125,511.98,23.08,4.95,5.0226,0
02/12/2023,5,"3,195.30","5,834.40","1,086.64",219.789,510.74,22.81,4.944,5.0226,0
02/12/2023,6,"3,195.82","5,834.51",515.2792,103.744,513.15,23.11,4.9668,5.0226,0
02/12/2023,7,"3,196.33","5,834.61",508.6736,102.3403,513.34,23.01,4.9704,5.0226,0
02/12/2023,8,"3,196.73","5,834.69",407.357,81.9651,513.67,23.17,4.9699,5.0226,0
02/12/2023,9,"3,197.19","5,834.78",457.5533,92.4024,512.56,23.61,4.9517,5.0226,0
02/12/2023,10,"3,197.79","5,834.91",597.2653,120.9823,511.62,23.98,4.9368,5.0226,0
02/12/2023,11,"3,198.33","5,835.02",538.1226,109.2982,511.88,24.9,4.9234,5.0226,0
02/12/2023,12,"3,198.81","5,835.11",486.7709,99.2875,511.68,25.9,4.9026,5.0226,0
02/12/2023,13,"3,199.31","5,835.22",500.9421,102.4348,511.18,26.42,4.8904,5.0226,0
02/12/2023,14,"3,199.92","5,835.34",609.8033,125.068,510.03,26.66,4.8758,5.0226,0
02/12/2023,15,"3,200.41","5,835.44",486.6453,99.8516,510.71,27.19,4.8737,5.0226,0
02/12/2023,16,"3,200.92","5,835.55",510.6598,105.2256,510.17,28.06,4.853,5.0226,0
02/12/2023,17,"3,201.42","5,835.65",503.6989,104.0084,510.12,28.66,4.8429,5.0226,0
02/12/2023,18,"3,201.97","5,835.76",540.9265,111.2116,510.49,27.58,4.8639,5.0226,0
02/12/2023,19,"3,202.42","5,835.85",453.1814,92.3616,512.08,25.92,4.9066,5.0226,0
02/12/2023,20,"3,203.27","5,836.03",854.4615,173.988,510.47,24.6,4.911,5.0226,0
02/12/2023,21,"3,204.31","5,836.24","1,039.86",211.139,510.61,23.75,4.925,5.0226,0
02/12/2023,22,"3,204.90","5,836.36",582.9498,117.8088,512.82,23.77,4.9483,5.0226,0
02/12/2023,23,"3,205.43","5,836.47",535.77,108.3427,512.53,24.01,4.9451,5.0226,0
03/12/2023,0,"3,206.01","5,836.58",576.8369,116.5366,512.54,23.75,4.9498,5.0226,0
03/12/2023,1,"3,206.55","5,836.69",539.5824,108.9277,512.8,23.68,4.9536,5.0226,0
03/12/2023,2,"3,207.10","5,836.80",554.2356,112.1125,512.67,23.92,4.9436,5.0226,0
03/12/2023,3,"3,207.64","5,836.91",537.1544,108.6489,512.39,24.01,4.9439,5.0226,0
03/12/2023,4,"3,208.21","5,837.03",567.4,114.553,512.83,23.56,4.9532,5.0226,0
03/12/2023,5,"3,209.21","5,837.23","1,007.91",203.8555,511.3,23.03,4.9442,5.0226,0
03/12/2023,6,"3,210.08","5,837.40",863.3416,174.2908,512.34,23.01,4.9535,5.0226,0
03/12/2023,7,"3,210.62","5,837.51",537.3743,108.1659,513.31,23.15,4.9681,5.0226,0
03/12/2023,8,"3,210.98","5,837.59",364.3628,73.4863,513.54,23.69,4.9582,5.0226,0
03/12/2023,9,"3,211.47","5,837.69",495.4646,100.0512,512.65,23.65,4.9521,5.0226,0
03/12/2023,10,"3,212.03","5,837.80",559.2351,113.2883,511.84,24.12,4.9364,5.0226,0
03/12/2023,11,"3,212.52","5,837.90",480.9368,97.5169,512.52,24.75,4.9318,5.0226,0
03/12/2023,12,"3,212.96","5,837.99",447.9445,90.9717,512.36,25.11,4.924,5.0226,0
03/12/2023,13,"3,213.52","5,838.10",554.8075,113.0662,511.11,25.4,4.9069,5.0226,0
03/12/2023,14,"3,214.02","5,838.20",504.293,103.033,511.07,26.13,4.8945,5.0226,0
03/12/2023,15,"3,214.55","5,838.31",526.541,107.4339,511.24,25.83,4.9011,5.0226,0
03/12/2023,16,"3,215.04","5,838.41",496.1094,101.1941,511.46,25.88,4.9026,5.0226,0
03/12/2023,17,"3,215.41","5,838.49",361.817,73.6878,512.43,26,4.9101,5.0226,0
03/12/2023,18,"3,215.75","5,838.56",343.5029,69.7838,512.91,25.56,4.9224,5.0226,0
03/12/2023,19,"3,216.11","5,838.63",363.617,73.7293,513.01,25.04,4.9318,5.0226,0
03/12/2023,20,"3,216.90","5,838.79",785.6155,159.4018,511.88,24.03,4.9285,5.0226,0
03/12/2023,21,"3,217.74","5,838.96",845.0738,171.3195,511.37,23.67,4.9327,5.0226,0
03/12/2023,22,"3,218.40","5,839.09",656.1166,132.3658,513.23,23.38,4.9568,5.0226,0
03/12/2023,23,"3,219.00","5,839.21",599.4611,120.8044,512.99,23.26,4.9622,5.0226,0
04/12/2023,0,"3,219.56","5,839.33",564.8005,113.7526,513.39,23.29,4.9652,5.0226,0
04/12/2023,1,"3,220.07","5,839.43",507.6411,102.2363,513.43,23.35,4.9654,5.0226,0
04/12/2023,2,"3,220.65","5,839.55",574.4799,115.7646,512.85,23.21,4.9625,5.0226,0
04/12/2023,3,"3,221.20","5,839.66",548.8267,110.5517,513.17,23.24,4.9644,5.0226,0
04/12/2023,4,"3,221.80","5,839.78",601.3081,121.272,513.21,23.23,4.9583,5.0226,0
04/12/2023,5,"3,222.65","5,839.95",851.1349,171.9244,511.92,22.95,4.9506,5.0226,0
04/12/2023,6,"3,223.26","5,840.07",611.1776,123.2041,513.18,23.18,4.9607,5.0226,0
04/12/2023,7,"3,223.68","5,840.16",418.073,84.0272,514.06,23.11,4.9754,5.0226,0
04/12/2023,8,"3,224.00","5,840.22",326.6246,65.7063,514.09,23.28,4.971,5.0226,0
04/12/2023,9,"3,224.38","5,840.30",374.5132,75.4408,513.44,23.34,4.9643,5.0226,0
04/12/2023,10,"3,224.77","5,840.38",387.7971,78.3594,513.06,24.05,4.949,5.0226,0
04/12/2023,11,"3,225.22","5,840.47",457.4566,92.9138,512.11,24.96,4.9235,5.0226,0
04/12/2023,12,"3,225.63","5,840.55",405.6123,82.669,512,25.97,4.9065,5.0226,0
04/12/2023,13,"3,226.05","5,840.64",418.1319,85.7514,511.04,27.06,4.8761,5.0226,0
04/12/2023,14,"3,226.47","5,840.72",422.3073,86.9592,510.45,28.06,4.8564,5.0226,0
04/12/2023,15,"3,226.90","5,840.81",426.3536,87.9241,510.31,28.4,4.8491,5.0226,0
04/12/2023,16,"3,227.26","5,840.89",367.5724,75.9929,510.89,29.5,4.8369,5.0226,0
04/12/2023,17,"3,227.62","5,840.96",359.4238,74.6336,510.68,30.63,4.8158,5.0226,0
04/12/2023,18,"3,227.96","5,841.03",332.8633,68.7273,511.35,29.37,4.8432,5.0226,0
04/12/2023,19,"3,228.31","5,841.11",355.7799,72.9827,511.67,27.64,4.8749,5.0226,0
04/12/2023,20,"3,229.12","5,841.27",811.6483,165.8005,511,25.46,4.8953,5.0226,0
04/12/2023,21,"3,230.05","5,841.46",927.4929,188.4684,511.33,24.39,4.9212,5.0226,0
04/12/2023,22,"3,230.64","5,841.58",590.9412,119.7135,512.77,24.4,4.9363,5.0226,0
04/12/2023,23,"3,231.04","5,841.66",396.8263,80.3325,513.4,24.75,4.9398,5.0226,0
05/12/2023,0,"3,231.46","5,841.74",419.9016,85.1861,512.7,24.99,4.9292,5.0226,0
05/12/2023,1,"3,231.88","5,841.83",422.9675,85.7626,512.69,24.88,4.9318,5.0226,0
05/12/2023,2,"3,232.26","5,841.91",374.0097,75.8064,513.07,24.97,4.9337,5.0226,0
05/12/2023,3,"3,232.63","5,841.98",376.1523,76.08,513.27,24.43,4.9442,5.0226,0
05/12/2023,4,"3,233.13","5,842.08",502.8842,102.0386,511.86,24.44,4.9284,5.0226,0
05/12/2023,5,"3,233.94","5,842.25",804.5599,163.3294,511.38,23.89,4.926,5.0226,0
05/12/2023,6,"3,234.31","5,842.32",370.8316,74.8804,513.54,24.17,4.9523,5.0226,0
05/12/2023,7,"3,234.68","5,842.40",372.791,75.2146,513.57,23.93,4.9564,5.0226,0
05/12/2023,8,"3,235.12","5,842.49",441.3415,89.163,513,23.71,4.9498,5.0226,0
05/12/2023,9,"3,235.75","5,842.61",627.3254,126.8356,511.92,23.61,4.946,5.0226,0
05/12/2023,10,"3,236.41","5,842.75",657.4589,133.2335,511.46,24.03,4.9346,5.0226,0
05/12/2023,11,"3,237.00","5,842.87",587.8437,119.2742,511.79,24.57,4.9285,5.0226,0
05/12/2023,12,"3,237.55","5,842.98",551.4048,112.4778,511.02,25.71,4.9023,5.0226,0
05/12/2023,13,"3,238.16","5,843.10",611.6267,125.6841,509.62,26.96,4.8664,5.0226,0
05/12/2023,14,"3,238.72","5,843.22",564.062,116.1313,509.85,27.66,4.8571,5.0226,0
05/12/2023,15,"3,239.20","5,843.32",472.975,97.3663,510.62,28.06,4.8577,5.0226,0
05/12/2023,16,"3,239.70","5,843.42",507.4026,104.399,510.7,28,4.8602,5.0226,0
05/12/2023,17,"3,240.24","5,843.53",534.769,108.8784,511.56,25.41,4.9116,5.0226,0
05/12/2023,18,"3,240.81","5,843.65",566.8253,115.0827,511.66,24.66,4.9254,5.0226,0
05/12/2023,19,"3,241.33","5,843.75",525.7761,106.6297,512.03,24.56,4.9309,5.0226,0
05/12/2023,20,"3,241.73","5,843.83",401.1387,81.0327,513.46,24.21,4.9503,5.0226,0
05/12/2023,21,"3,242.31","5,843.95",578.5662,116.8615,512.21,23.5,4.9509,5.0226,0
05/12/2023,22,"3,242.79","5,844.05",473.8489,95.6044,513.17,23.72,4.9564,5.0226,0
05/12/2023,23,"3,243.96","5,844.28","1,170.07",237.3563,510.29,23.49,4.9296,5.0226,0
06/12/2023,0,"3,244.55","5,844.40",596.8379,120.6817,512.84,23.93,4.9456,5.0226,0
06/12/2023,1,"3,244.97","5,844.49",414.1372,83.5722,513.5,23.94,4.9554,5.0226,0
06/12/2023,2,"3,245.39","5,844.57",428.248,86.3488,513.44,23.7,4.9595,5.0226,0
06/12/2023,3,"3,245.69","5,844.63",295.877,59.6253,514.27,23.91,4.9623,5.0226,0
06/12/2023,4,"3,246.06","5,844.71",373.3983,75.5578,513.04,24.12,4.9419,5.0226,0
06/12/2023,5,"3,246.94","5,844.89",873.7112,176.8472,511.56,23.44,4.9405,5.0226,0
06/12/2023,6,"3,247.66","5,845.03",723.9797,146.0347,512.84,23.41,4.9576,5.0226,0
06/12/2023,7,"3,248.02","5,845.11",360.8702,72.6852,513.57,23.46,4.9648,5.0226,0
06/12/2023,8,"3,248.34","5,845.17",318.1852,64.0827,514.04,23.7,4.9652,5.0226,0
06/12/2023,9,"3,248.80","5,845.26",461.4756,93.2286,512.94,23.8,4.9499,5.0226,0
06/12/2023,10,"3,249.22","5,845.35",413.0151,83.5947,513.13,24.56,4.9407,5.0226,0
06/12/2023,11,"3,249.61","5,845.43",397.6358,80.7718,512.69,25.4,4.923,5.0226,0
06/12/2023,12,"3,249.94","5,845.49",322.7851,65.8375,512.72,26.55,4.9028,5.0226,0
06/12/2023,13,"3,250.30","5,845.57",369.0212,75.3735,512.19,26.58,4.8959,5.0226,0
06/12/2023,14,"3,250.63","5,845.63",323.8927,65.6513,513.33,25,4.9335,5.0226,0
06/12/2023,15,"3,250.96","5,845.70",336.2616,67.8955,513.39,23.99,4.9526,5.0226,0
06/12/2023,16,"3,251.29","5,845.77",324.4638,65.4636,513.49,23.83,4.9564,5.0226,0
06/12/2023,17,"3,251.68","5,845.85",395.5485,79.7127,513.12,23.25,4.9622,5.0226,0
06/12/2023,18,"3,251.98","5,845.91",298.7992,60.0926,513.9,23.1,4.9723,5.0226,0
